0,1,2,3,4,5,6,7,8,9
-12.784324,-13.020778,6.2293715,26.970823,26.730953,2.0144155,-0.0371724116565634,-0.03958644646018355,0.01669211120582333,classical
-21.766998,-21.732306,3.9630148,29.79341,29.56012,1.7924627,-0.04448244345292849,-0.044994252183501365,0.010763741725878129,classical
-7.767401,-7.236364,4.7833347,25.907366,25.977482,1.4727015,-0.031944527225249875,-0.0351835871657793,0.017400908598631182,classical
-21.692234,-20.899927,5.929086,30.509916,30.111427,2.2030091,-0.039880644164317164,-0.040160857927990824,0.0144452967082147,classical
-11.284923,-10.980838,4.1401763,26.12685,26.088226,1.4086298,-0.03351946036590379,-0.03475402155457431,0.014222585002969943,classical
-9.92795,-7.303806,10.7211075,27.280457,26.538256,2.6948526,-0.027268755898413165,-0.030220333625816137,0.029175862258725014,classical
-17.300344,-17.921242,7.6814284,28.239845,27.92334,2.4008875,-0.041302521344563047,-0.04507065386096184,0.015898555225359455,classical
-13.84125,-13.770567,11.057161,28.289167,27.738611,3.024984,-0.03524200677889324,-0.04198418548150938,0.02873016097974672,classical
-14.021683,-12.50837,9.181275,27.13146,26.172478,2.709369,-0.03586808578347003,-0.03996842565422116,0.02051132842267789,classical
-23.784464,-23.989683,6.798669,30.315243,29.845251,3.3308892,-0.036803032420388564,-0.0375013502719045,0.014499768904332477,classical
-16.463507,-16.95227,9.960793,28.201649,27.521828,2.9352157,-0.03599015904673009,-0.03922949100039777,0.0227349150527539,classical
-26.974625,-27.176975,3.585638,32.659626,32.87033,1.8630754,-0.0378623844537855,-0.03891552723889467,0.011522916682126407,classical
-23.187582,-22.287596,7.304204,30.952515,30.209763,3.1515317,-0.04068845617710215,-0.04312609148284558,0.015064769696976427,classical
-19.186855,-22.084145,10.976086,30.099316,30.08659,3.2563713,-0.0318396874600294,-0.03713678670854434,0.025445396208125273,classical
-18.317379,-21.142143,9.674101,29.596016,29.662548,2.2270086,-0.04494645743291549,-0.05253231220078388,0.02557083596665505,classical
-30.06259,-31.019312,4.5932145,33.649548,33.65112,2.4039156,-0.026576731225284898,-0.026259411984364746,0.012216276400968106,classical
-31.898273,-32.93254,4.180341,34.535225,35.124237,2.5692146,-0.020405168305551634,-0.01791788269722487,0.01266572627276522,classical
-15.907633,-22.034939,13.268651,29.597925,29.514011,3.0742695,-0.02465355917365038,-0.03036595983675207,0.026925275328737175,classical
-28.369013,-29.493713,5.7134004,33.58398,33.727818,2.1612258,-0.028805159168786114,-0.025939689351494603,0.015001329309205802,classical
-31.30286,-30.739182,4.0521526,34.293377,33.71645,2.3964818,-0.024635069153678957,-0.022196091866950346,0.016128814094285505,classical
42.77833,43.938072,7.051179,43.13005,44.082283,6.55988,0.029596405258563382,0.02730730201725278,0.0218936322880104,country
46.00739,46.299393,6.532979,46.40171,46.36679,4.273493,0.029002806575874316,0.02646522281595081,0.013722095270484578,country
25.80597,26.282362,7.385063,27.817558,28.046188,6.28926,0.04627193841751035,0.051125219154692265,0.03119326976289887,country
31.828909,32.513206,10.517943,34.08248,33.488,8.331051,0.05670397950063431,0.060962692388148984,0.025430526583227055,country
44.292877,44.558044,4.5453978,44.486187,44.69406,4.411236,0.03130755902854349,0.027409790306426547,0.01722884299916939,country
43.682262,44.64301,5.808838,43.992176,44.79271,5.501949,0.03192893055325718,0.02775553115787867,0.01988744086568337,country
42.037045,42.353943,7.3295345,42.44517,42.595795,6.841098,0.021523576410588892,0.019038786645467345,0.018486160079842065,country
42.474705,44.664986,8.322788,42.881836,44.806065,7.816187,0.021000673423278503,0.019144629032982863,0.017623337466761285,country
40.077248,41.67921,8.590243,41.178013,42.0632,7.199084,0.040372590638298615,0.03317209916983712,0.02677140341838705,country
50.502518,50.935905,3.4251559,50.59497,50.9933,3.3546596,0.02123482487605407,0.017825276154964716,0.014894452016339953,country
8.335164,9.085348,11.381699,21.576605,20.876432,3.7952464,0.04151258551733026,0.05126578863535791,0.04528001999337388,country
14.971593,17.085098,15.314913,23.155119,21.887505,7.191401,0.015439133312614551,0.019962608681197515,0.03784996635188941,country
16.608526,15.775989,11.107393,24.387922,23.410717,5.2774844,0.0509300688355794,0.05597474407789082,0.0282185089625084,country
25.459702,26.200035,9.787109,27.67711,27.360113,7.0557814,0.0411582738245634,0.04345714268685294,0.027280452244715453,country
27.63409,27.460705,11.03643,29.432295,28.239231,8.652526,0.03079395263990477,0.03182773800779728,0.027954160308684736,country
20.800444,22.435415,9.263344,27.52159,27.304796,3.542531,0.057378908444882026,0.06413696763830273,0.028579057036437965,country
3.042072,4.094976,9.257039,25.851252,25.504395,3.1451595,0.019246727397497537,0.029386872092644768,0.05656266070747096,country
8.982372,14.232653,12.456728,22.256985,21.89067,2.7928429,0.03640890052199511,0.06185964994205477,0.04873245702663226,country
18.40448,17.627344,10.133849,24.087688,22.529194,5.6140056,0.05400706974552668,0.05587660440644121,0.02331789874145357,country
-9.307066,-10.677063,11.54107,27.738768,28.745203,3.5627635,-0.016797618094914653,-0.03563573691825666,0.043357937342745574,country
-5.194366,-10.752159,20.384077,28.1055,27.712212,5.7206383,-0.007105124243213168,-0.01758563968112295,0.048360350998509424,jazz
-18.377016,-22.264389,13.814603,28.876223,29.651546,5.6802664,-0.027157840265576928,-0.03218838396510115,0.034288625673194746,jazz
-14.805678,-16.264551,10.912136,31.580305,31.629524,2.2643707,-0.02849797207331041,-0.03461153127971532,0.030001913589710247,jazz
-18.44098,-22.216043,13.221601,31.876867,34.57955,5.610044,-0.011719338684598998,-0.009498563276404455,0.018909070546742984,jazz
-11.101479,-12.992052,8.926005,25.156626,25.472626,3.4391332,-0.02726231585572201,-0.03624057812272443,0.027923622901406764,jazz
-4.838563,-5.3957844,15.361042,27.778025,27.908512,3.4915798,-0.008104850217220199,-0.022439523009756244,0.039666016580504844,jazz
-4.9164424,-6.066487,13.3507805,27.63358,27.552834,4.0351677,-0.012718896388978029,-0.027562158815197125,0.04710088319319231,jazz
-14.19677,-14.782632,7.240543,25.864504,25.808926,2.6406796,-0.04836142379240713,-0.05192764359858278,0.024277257543749042,jazz
2.0983634,2.7039137,10.187026,26.37617,26.251848,3.1159048,0.009048857017627412,0.01398098112047859,0.03243688081494641,jazz
-16.840809,-17.440498,5.820554,26.767752,27.01311,3.0904763,-0.043304985460382965,-0.04721118995414398,0.017450318918746033,jazz
-19.818996,-23.057743,12.541679,32.211353,32.31078,2.8585348,-0.025749843567981195,-0.030849991369019777,0.027179771409988673,jazz
5.510171,6.3949704,6.8518987,23.149755,22.910713,2.7832415,0.017198046677435855,0.019042111106949536,0.02168855895346031,jazz
-6.068202,-5.9267664,7.752721,22.222319,22.308603,2.398634,-0.014152726073145858,-0.018519133752889508,0.023637736259837634,jazz
2.4466448,2.7014384,5.3486376,21.098156,20.64647,2.0499368,0.00024035628080348076,-0.0019164784584129553,0.011158009428354538,jazz
-23.433355,-25.0201,8.119669,30.52199,30.710907,4.1348033,-0.03915231327085945,-0.0394408752328514,0.022076725385612433,jazz
4.02256,4.868948,6.468383,23.043438,22.80528,2.91188,0.020152814555140022,0.021526503666726864,0.022815130006065016,jazz
-9.442702,-10.208622,6.9154015,22.719278,22.69041,2.418959,-0.028838685170574665,-0.033955706627554386,0.027622687239865478,jazz
0.2926308,0.17762947,7.9767766,21.95157,21.604305,3.3605177,0.003444433054990785,-0.0003892595407246645,0.026966797461554292,jazz
4.60448,4.8590207,4.6077766,23.045734,22.733128,2.0071576,0.026717701463689732,0.027159445287988457,0.014661289166676517,jazz
-9.98776,-10.295059,5.845578,23.638742,23.636074,2.4750896,-0.02706486239615727,-0.029554961413184182,0.019300199778080344,jazz
39.41527,40.2313,5.9083867,42.269424,42.80109,3.8802185,0.05177365064458468,0.05024681373071132,0.020798998000042108,metal
31.735874,31.885143,4.432354,38.461807,38.761242,3.3579621,0.04247696592231169,0.04295653237538043,0.014744800125371499,metal
27.31704,27.236324,6.765226,39.29188,39.101055,4.4356785,0.06801529933826225,0.06886866135793343,0.020540971344507903,metal
34.941547,35.084595,4.120343,44.271416,44.35339,3.3710022,0.058026301209639565,0.05715713530250374,0.0129460777884605,metal
30.43385,30.424969,5.668943,35.57783,35.87974,3.7303772,0.03387960204130524,0.034815281120369315,0.012191166166414547,metal
