0,1,2,3,4,5,6,7,8,9
-13.206247,-13.566732,6.2451673,27.08823,26.841072,2.088272,-0.03763811519612819,-0.03964537532287384,0.01614587069666736,classical
-22.209297,-22.17529,4.033434,30.071215,29.872915,1.9048549,-0.04313538044206577,-0.043943098465439895,0.011413211913596408,classical
-8.280763,-7.985343,4.942013,26.000008,26.017017,1.6525273,-0.03337337743669621,-0.0356401137659456,0.01713295586042056,classical
-22.181398,-21.4924,5.847831,30.837337,30.499216,2.260593,-0.03827351514916321,-0.0377987034655625,0.015026187996336092,classical
-11.853954,-11.525063,4.299446,26.324392,26.222992,1.6426971,-0.0339287173746799,-0.03561501891155262,0.01423455975741815,classical
-10.376786,-7.8360834,10.685344,27.35044,26.533396,2.7897537,-0.02855246459233403,-0.03148459944567704,0.028329038109210686,classical
-17.670715,-18.241993,7.6353683,28.432823,28.060253,2.4382434,-0.04096287015132415,-0.044756039470440837,0.015443160535257764,classical
-14.304872,-14.083376,11.031747,28.431877,27.879967,3.1637964,-0.03572180363647355,-0.040952544085783166,0.027930176473487507,classical
-14.465266,-12.9012165,9.152992,27.263248,26.288336,2.849555,-0.03646831409555294,-0.04058379634260724,0.019782999557837414,classical
-24.088583,-24.34158,6.746938,30.541492,30.247112,3.349699,-0.036196609690451936,-0.03702563753835596,0.014670845159504982,classical
-16.904673,-17.584785,9.937533,28.363749,27.675354,3.0601733,-0.03595761147609869,-0.038387752955621704,0.02208326914014824,classical
-27.262907,-27.47937,3.5432308,32.87963,33.06159,1.8616585,-0.036621607383499705,-0.03734459658636141,0.011605055198269428,classical
-23.584223,-22.661762,7.171064,31.190742,30.507969,3.1083179,-0.04008732523328207,-0.04273252878871022,0.015198342719183945,classical
-19.610352,-22.386715,10.882551,30.28278,30.351278,3.3029754,-0.031739981956269855,-0.036963217266013544,0.024893464414975332,classical
-18.732824,-21.475586,9.615032,29.771364,29.84967,2.2964666,-0.04481881179047545,-0.052216558696318756,0.02482331664333022,classical
-30.336426,-31.210476,4.5030923,33.868053,33.824966,2.365779,-0.025752282749665584,-0.025362447519625374,0.012080396585763027,classical
-32.096664,-33.11091,4.105586,34.69395,35.20228,2.5271728,-0.01976198406118124,-0.017132771843842588,0.01249984903709704,classical
-16.319502,-22.476372,13.181958,29.733475,29.74745,3.1525528,-0.025097469821097538,-0.0294432350671989,0.025746806039207794,classical
-28.6593,-29.763235,5.6791935,33.824463,33.969444,2.1925333,-0.02794489011646676,-0.02532249338392335,0.015034999430044289,classical
-31.489868,-30.986736,3.9844108,34.433533,33.864418,2.353222,-0.023928519206440624,-0.021750384364261115,0.01581339019459512,classical
42.142723,43.431114,7.191248,42.52893,43.61056,6.649911,0.030161622420545774,0.028120773975775948,0.02226963263004928,country
45.33583,45.605316,7.3308487,45.877003,45.72205,4.1540875,0.029594205061649725,0.026924803225769445,0.013035982980580625,country
25.158598,25.481073,7.4398756,27.305645,27.237003,6.2715864,0.046332196680017375,0.05158377904402879,0.03145366218873073,country
31.05379,31.905117,10.666069,33.555206,33.111725,8.262357,0.05718964062670795,0.0614495857803031,0.025674199633623086,country
43.708626,44.07225,4.6709323,43.920506,44.263245,4.5174074,0.03176803138835973,0.027949612065319235,0.017572196565498,country
43.013863,43.990013,5.988959,43.359188,44.20104,5.6362844,0.03227761575258631,0.02793885177246091,0.02047044932663799,country
41.314144,41.797836,7.777235,41.818417,41.9482,6.9667683,0.02188473731828766,0.019555481807102645,0.01948839777075569,country
41.904354,44.198402,8.353536,42.341885,44.375946,7.807962,0.021338780876525187,0.0193115666372057,0.01807344297874167,country
39.443085,41.034523,8.698422,40.645123,41.452305,7.210738,0.04098863751895129,0.033434102910280095,0.02703884512703997,country
49.9443,50.364014,3.496171,50.04833,50.39258,3.413952,0.021413725497545527,0.017881924738222556,0.015293414087622994,country
7.4744434,8.5065,11.6794405,21.564611,20.928722,3.8460317,0.038864278521916325,0.0488343518576914,0.04556711624718946,country
13.945829,16.01796,15.669146,22.918016,21.567707,7.071885,0.015077788730182914,0.021521122228825577,0.038086545790906055,country
15.654471,14.914833,11.543212,24.294191,23.238125,5.2088842,0.04857439169116843,0.05419484135968988,0.029598726262728327,country
24.616909,25.538818,10.22238,27.168556,26.667557,7.047982,0.04106431684218333,0.043644973524858466,0.027214594967784115,country
26.7637,26.140759,11.410197,28.857306,27.261745,8.662907,0.030817046258122576,0.03223275596242828,0.028368874286106856,country
20.000427,21.690863,9.749684,27.254747,26.918188,3.6150968,0.05662283061700693,0.06219972740625217,0.028643391125181963,country
2.14761,3.2057724,9.681933,25.961998,25.613123,3.270722,0.014781813122890041,0.024961326210346677,0.05736544605572553,country
8.276135,13.670541,12.695159,22.242424,21.602903,2.9693635,0.03488800792915953,0.06143494585327931,0.049735693636668896,country
17.587606,16.921774,10.4297,23.805923,22.514786,5.5681014,0.05323692203478026,0.054928136487708494,0.02341698747740168,country
-10.073439,-11.95042,11.483616,28.0619,29.204082,3.6441686,-0.018757348030597146,-0.036151598795467865,0.04185215767201051,country
-5.732266,-11.50564,20.267273,28.150526,28.064142,5.756005,-0.00773395062148768,-0.016859105642455116,0.04791660981419942,jazz
-18.741549,-22.735487,13.69261,29.029049,29.866413,5.695696,-0.02700844888962508,-0.03186131772532167,0.03387314181820331,jazz
-15.656952,-17.03922,10.709683,31.94488,31.976065,2.2747023,-0.028558221565792286,-0.03587463870436122,0.028713608009212015,jazz
-18.729029,-22.251211,13.1224575,32.028175,34.76333,5.647972,-0.01138733843244643,-0.009632304691286151,0.018124124215032542,jazz
-12.200286,-13.884108,8.914549,25.59691,26.012514,3.605781,-0.0279098417283479,-0.037542085071423675,0.026876000767535817,jazz
-5.9891834,-6.239919,15.709534,28.131557,28.097513,3.7309954,-0.008698077796976978,-0.020547815185991372,0.03848356469705533,jazz
-5.8536,-6.840892,13.473105,27.865067,27.662006,4.044176,-0.014724235093586287,-0.0298157020386572,0.046526831563039155,jazz
-15.439323,-16.048735,7.246758,26.45165,26.539368,2.8850622,-0.04840363928891365,-0.051713558621983666,0.023022357581045247,jazz
1.1598195,1.7776418,10.449509,26.490946,26.27972,3.1361182,0.006089154954758557,0.009915006855043595,0.03273217319257713,jazz
-17.543478,-18.285206,5.878769,27.151993,27.425133,3.177289,-0.04307121875560792,-0.04734432288207986,0.017292022277500294,jazz
-20.592285,-23.843283,12.491245,32.60992,32.6867,2.9682145,-0.024488563730067702,-0.02865942078157909,0.02611275052595963,jazz
4.9701877,6.0191517,7.0760317,23.024742,22.749905,2.904248,0.015772305599782335,0.01697117519077027,0.021656466492279043,jazz
-6.633248,-6.546786,7.849893,22.34797,22.370102,2.5704143,-0.015428599413761976,-0.019067101500357612,0.023167519242388995,jazz
1.8488792,2.0729036,5.6565213,21.041737,20.560417,2.244643,-0.0007282357217409677,-0.0031628457778082346,0.01116433768132288,jazz
-24.128784,-25.543455,7.828081,30.92937,31.353561,4.0692425,-0.03756054514304968,-0.03545340536858998,0.021510195606012753,jazz
3.3804474,4.309204,6.586664,22.877375,22.705482,2.8896177,0.017941216683795426,0.019480373004848894,0.023088886491819376,jazz
-10.05813,-10.741584,6.802185,22.89979,22.951881,2.4451501,-0.02968788422651003,-0.0349349066927721,0.027005773287712097,jazz
